wall_up.png;0;48
wall_up.png;0;536
wall_up.png;16;48
wall_up.png;16;536
wall_up.png;32;48
wall_up.png;32;536
wall_up.png;48;48
wall_up.png;48;536
wall_up.png;64;48
wall_up.png;64;536
wall_up.png;80;48
wall_up.png;80;536
wall_up.png;96;48
wall_up.png;96;536
wall_up.png;112;48
wall_up.png;112;536
wall_up.png;128;48
wall_up.png;128;536
wall_up.png;144;48
wall_up.png;144;536
wall_up.png;160;48
wall_up.png;160;536
wall_up.png;176;48
wall_up.png;176;536
wall_up.png;192;48
wall_up.png;192;536
wall_up.png;208;48
wall_up.png;208;536
wall_up.png;224;48
wall_up.png;224;536
wall_up.png;240;48
wall_up.png;240;536
wall_up.png;256;48
wall_up.png;256;536
wall_up.png;272;48
wall_up.png;272;536
wall_up.png;288;48
wall_up.png;288;536
wall_up.png;304;48
wall_up.png;304;536
wall_up.png;320;48
wall_up.png;320;536
wall_up.png;336;48
wall_up.png;336;536
wall_up.png;352;48
wall_up.png;352;536
wall_up.png;368;48
wall_up.png;368;536
wall_up.png;384;48
wall_up.png;384;536
wall_up.png;400;48
wall_up.png;400;536
wall_up.png;416;48
wall_up.png;416;536
wall_up.png;432;48
wall_up.png;432;536
wall_right.png;0;48
wall_right.png;440;48
wall_right.png;0;64
wall_right.png;440;64
wall_right.png;0;80
wall_right.png;440;80
wall_right.png;0;96
wall_right.png;440;96
wall_right.png;0;112
wall_right.png;440;112
wall_right.png;0;128
wall_right.png;440;128
wall_right.png;0;144
wall_right.png;440;144
wall_right.png;0;160
wall_right.png;440;160
wall_right.png;0;176
wall_right.png;440;176
wall_right.png;0;192
wall_right.png;440;192
wall_right.png;0;528
wall_right.png;440;528
wall_right.png;0;512
wall_right.png;440;512
wall_right.png;0;496
wall_right.png;440;496
wall_right.png;0;480
wall_right.png;440;480
wall_right.png;0;464
wall_right.png;440;464
wall_right.png;0;448
wall_right.png;440;448
wall_right.png;0;432
wall_right.png;440;432
wall_right.png;0;416
wall_right.png;440;416
wall_right.png;0;400
wall_right.png;440;400
wall_right.png;0;384
wall_right.png;440;384
wall_right.png;0;368
wall_right.png;440;368
wall_right.png;0;352
wall_right.png;440;352
wall.png;8;440
wall.png;24;440
wall.png;40;488
wall.png;56;488
wall.png;72;488
wall.png;88;488
wall.png;104;488
wall.png;120;488
wall.png;120;472
wall.png;120;456
wall.png;120;440
wall.png;136;488
wall.png;152;488
wall.png;168;488
wall.png;40;392
wall.png;56;392
wall.png;72;392
wall.png;72;408
wall.png;72;424
wall.png;72;440
wall.png;120;392
wall.png;136;392
wall.png;152;392
wall.png;168;392
wall.png;168;440
wall.png;184;440
wall.png;200;440
wall.png;216;440
wall.png;216;440
wall.png;216;456
wall.png;216;472
wall.png;216;488
wall.png;232;440
wall.png;248;440
wall.png;264;440
wall.png;264;488
wall.png;280;488
wall.png;296;488
wall.png;312;488
wall.png;312;472
wall.png;312;456
wall.png;312;440
wall.png;328;488
wall.png;344;488
wall.png;360;488
wall.png;376;488
wall.png;392;488
wall.png;424;440
wall.png;408;440
wall.png;360;392
wall.png;360;408
wall.png;360;424
wall.png;360;440
wall.png;376;392
wall.png;392;392
wall.png;264;392
wall.png;280;392
wall.png;296;392
wall.png;312;392
wall.png;168;344
wall.png;184;344
wall.png;200;344
wall.png;216;344
wall.png;216;344
